scoops tortilla chips;10019056;piece,g,bag,oz,cup
seasoned breadcrumbs;18376;package,handful,g,ounce,oz,teaspoon,cup,serving,tablespoon
carbiquick;99087;g,oz
petite tomatoes;10311693;can,g,tin,oz,cup
lions mane mushrooms;99281;g,oz
whole coriander seeds;2013;g,oz,teaspoon,cup,tablespoon
dried baby lima beans;11031;g,oz,cup,serving
dill pickle slices;10211937;piece,g,jar,oz,cup,serving
blanched almond flour;10193740;g,oz,cup,tablespoon
ramen noodles;6583;package,g,sheet,oz,packet,pack,serving,tablespoon
ground cayenne pepper;2031;pinch,g,oz,dash,teaspoon,serving,tablespoon
fernet branca;99310;g,oz,serving,shot
dried cranberry beans;16019;g,oz,cup,serving
chocolate malt powder;14317;g,oz,cup,serving,tablespoon
chanterelle mushrooms;11239;piece,g,oz,cup
chicken wings;5100;piece,g,oz,wing
pretzel roll;99156;g,oz
salt packed anchovies;93796;can,piece,g,oz,teaspoon,cup,tablespoon
chipotle chile puree;10099223;g,oz
lean bacon;99006;g,oz
caesar salad dressing;43015;g,oz,cup,serving,tablespoon
green enchilada sauce;6599;g,oz,cup,serving
tahitian vanilla bean;10093622;piece,g,oz
frosted flakes;8069;g,oz,cup
quick cooking tapioca;93660;g,oz,teaspoon,cup,tablespoon
devils food cake mix;10218099;package,piece,g,ounce,box,oz,cup
bison sirloin;10017267;pound,piece,g,ounce,oz,serving
vanilla frozen yogurt;19293;scoop,g,oz,cup,serving
nutter butter cookies;99264;piece,g,oz
horseradish sauce;2055;g,oz,teaspoon,cup,serving,tablespoon
fruity pebbles cereal;8034;g,oz,cup
cooked steel cut oats;10093695;g,oz,cup,serving
fruit pectin;19310;package,g,box,oz
hash browns;11390;package,g,bag,oz,cup,serving
canned borlotti beans;10016021;can,g,tin,oz,cup,serving
bacon ends and pieces;99245;g,oz,tablespoon
turkey breast cutlets;99199;piece,g,oz,serving
straw mushrooms;11989;piece,g,oz,cup
greek yogurt;1256;container,tub,g,oz,cup,serving,tablespoon
hollandaise sauce mix;93802;envelope,package,g,oz,packet,teaspoon,tablespoon
raisin bread;18047;slice,g,ounce,oz
bison ribeye;17268;pound,piece,g,ounce,oz,serving
canned chickpeas;16058;can,g,oz,cup,serving
coconut sugar;10093831;g,oz,teaspoon,cup,tablespoon
margarine;4073;pat,g,stick,oz,teaspoon,cup,serving,tablespoon
chicken stock powder;1016080;g,oz,teaspoon,tablespoon
fresh lasagne sheets;10020093;piece,slice,g,sheet,oz
full bodied red wine;14096;glass,piece,g,bottle,oz,teaspoon,fluid ounce,cup,tablespoon
white sandwich bread;18069;slice thin,handful,piece,slice,g,ounce,loaf,oz,cup
mini rice cakes;10019816;piece,g,oz
blackening spice;99003;pinch,g,oz,teaspoon,tablespoon
cooked wheatberries;10098872;g,oz,cup
dried cherries;93822;handful,g,oz,cup,serving,tablespoon
creamy peanut butter;10116098;g,oz,teaspoon,cup,serving,tablespoon
green cardamoms;1022006;pod,piece,g,oz,teaspoon,tablespoon
canned pumpkin;11424;can,g,tin,oz,cup,tablespoon
ham slices;10010151;piece,slice,g,oz
sprouted grain bread;98895;slice,g,oz,serving
vanilla extract;2050;drop,g,oz,dash,teaspoon,cup,serving,tablespoon
red leicester;93667;slice,g,oz,cup,serving
leftover turkey;5166;slice,bird,g,ounce,oz,cup,serving
boneless chuck steak;23078;steak,piece,g,oz,serving
monk fruit extract;99291;g,oz,teaspoon,cup,tablespoon
durum flour;20076;g,oz,cup
grissini;98914;g,oz
yellow squash;10211641;small,large,piece,slice,g,medium,oz,cup
ground chorizo;99232;package,g,oz
ricotta cheese;1036;container,tub,carton,g,half carton,oz,teaspoon,cup,tablespoon
whole wheat pretzels;19050;piece,g,ounce,oz,twist,cup,serving
crimini mushrooms;11266;piece,piece whole,cup whole,g,oz,cup sliced,cup,serving
heavy cream;1053;quart,g,oz,teaspoon,fluid ounce,cup,serving,tablespoon
cooked arborrio rice;10020053;g,oz,cup,serving
yellowtail snapper;10015101;steak,piece,g,ounce,fillet,oz,serving
chili without beans;22911;g,oz,cup
cooked green lentils;10216070;g,oz
edamame in the pod;11212;g,oz,cup,serving
dark muscovado sugar;10019334;cup unpacked,tsp brownulated,tsp packed,tsp unpacked,cup packed,g,oz,teaspoon,cup,serving,tablespoon
strip steak;13913;pound,steak,piece,g,oz,serving
sriracha;1016168;drop,g,jar,oz,dash,dashe,teaspoon,cup,serving,tablespoon
unsulfured molasses;19304;g,oz,teaspoon,cup,tablespoon
dried chickpeas;16056;g,oz,cup,serving,tablespoon
lime jello;10019172;package,portion,g,box,oz,tablespoon
tuna packed in water;15121;can,piece,g,tin,ounce,oz,cup,serving
cooked ramen noodles;1006583;g,oz,cup,serving
sliced turkey;7081;piece,slice,g,oz
vegan protein powder;10016122;scoop,g,ounce,oz,cup,serving,tablespoon
sugar free preserves;43028;g,jar,oz,teaspoon,cup,serving,tablespoon
savoy cabbage leaves;10011114;piece,g,oz
whipped butter;4602;g,oz,cup,tablespoon
butterscotch pudding;19201;package,g,ounce,box,oz
sugar free grape jam;10943028;g,jar,oz,teaspoon,cup,serving,tablespoon
meyer lemon juice;1009152;drop,piece,wedge yield,g,oz,lemon yield,teaspoon,fluid ounce,cup,serving,tablespoon
strawberry preserves;10819297;g,oz,packet,teaspoon,cup,serving,tablespoon
tapioca starch;93696;g,oz,teaspoon,cup,tablespoon
unsweetened soymilk;16222;g,oz,cup
blue cheese crumbles;1001004;tub,package,g,oz,teaspoon,cup,serving,tablespoon
rice krispies cereal;8065;g,oz,cup,serving
yellow pepper;11951;pepper,small,strip,large,piece,g,medium,oz,teaspoon,cup,tablespoon
cooked brown lentils;16070;g,oz,cup,serving,tablespoon
long sweet pepper;10111821;piece,g,oz
thai red curry paste;93605;g,oz,teaspoon,serving,tablespoon
beef bouillon powder;1026075;g,cube,oz,packet,teaspoon,tablespoon
veggie meatballs;98969;package,piece,g,box,oz
white corn tortilla;18363;enchilada,package,piece,g,ounce,oz,tortilla,serving
red cinnamon candy;93737;piece,g,box,oz,cup,serving
ranch dressing;4639;package,g,bottle,oz,teaspoon,cup,serving,tablespoon
cooked fusilli;11320421;g,oz,cup,serving
canned albacore tuna;10015126;can,piece,g,tin,ounce,oz,cup,serving
white cheddar cheese;1011009;cubic inch,slice,g,ounce,oz,cup,serving,tablespoon
peperoncini;11976;small,large,piece,g,medium,oz,cup,serving
white cheese dip;99263;container,tub,package,g,oz,tablespoon
collagen powder;99197;g,oz,tablespoon
apricot pie filling;98941;g,oz
almond joy bar;19065;king size,piece,g,miniature,bag,bite size,oz,fun size,bar snack size,cup,serving
canadian bacon;10130;package,slice,g,oz
orange pepper;10011821;small,large,piece,ring,g,medium,oz,cup,serving,tablespoon
great northern beans;16025;g,oz,cup,serving
white sweet potato;10011507;small,large,piece,g,medium,oz,sweetpotato,cup
green food color;1441111;drop,g,oz,teaspoon,tablespoon
prepared pizza crust;93770;piece,g,oz,serving
midori melon liqueur;93781;g,oz,teaspoon,fluid ounce,cup,shot,tablespoon
semisweet chocolate;19903;square,bar,package,piece,g,bag,ounce,oz,cup,tablespoon
strong coffee;10014209;g,oz,fluid ounce,cup,serving
seasoning;1042027;g,oz
jerusalem artichoke;11226;piece,g,oz,cup slice
black lentils;93718;g,oz,cup,serving
italian cheese;93651;g,oz,cup,tablespoon
deep dish pie crust;18945;piece,pie crust,g,oz
pineapple with juice;9354;can,spear,ring,slice,g,oz,cup
canned boysenberries;98935;g,oz
black cardamoms;1012006;pod,piece,g,oz,teaspoon,tablespoon
psyllium seed powder;98894;g,oz,teaspoon,tablespoon
corn flake crumbs;1008020;g,oz
spring roll wrappers;10118368;square,package,piece,g,ounce,sheet,wrapper,oz,packet
cooked instant grits;8093;g,oz,cup,serving
vegetable tortellini;10193727;container,package,g,bag,box,oz,packet,cup,serving
yellow mustard seeds;2024;cup leave,handful,piece,leave,g,sprig,bunch,oz,teaspoon,cup,serving,tablespoon
cauliflower rice;10111135;g,oz,cup
worcestershire sauce;6971;g,oz,dash,teaspoon,cup,tablespoon
green chili pepper;31015;can,piece,g,tin,oz,teaspoon,cup,serving,tablespoon
flour tortilla;10218364;package,piece,g,ounce,oz,tortilla,tortilla medium,serving
orange flower water;12411111;g,oz,splash,teaspoon,cup,tablespoon
buffalo mozzarella;98870;ball,slice,g,oz,cup
portobello mushrooms;11265;package,piece,piece whole,g,oz,cup diced,cup
psyllium husk powder;98893;g,oz,teaspoon,cup,tablespoon
pomegranate molasses;99279;g,oz,cup,tablespoon
fat free feta cheese;99254;g,oz,cup,tablespoon
whole wheat couscous;99024;g,oz
dried parsley;2029;g,oz,teaspoon,cup,serving,tablespoon
dry israeli couscous;10020028;g,oz,cup,serving
gluten free pretzels;93635;g,oz
black beans;16015;can,g,tin,oz,cup,serving
dumpling wrappers;10018368;square,package,piece,g,ounce,sheet,wrapper,oz,packet
red delicious apple;1059003;small,large,piece,slice,g,extra small,medium,oz,cup slice,NLEA serving,cup,serving
dried gigante beans;10216049;g,oz,cup,serving
cream of celery soup;6010;can,g,oz,cup
quick cooking barley;20005;g,oz,cup,serving
filo pastry;18338;ball,package,piece,sheet dough,g,recipe,ounce,box,sheet,oz,serving
vegan buttery stick;4628;g,oz,teaspoon,cup,tablespoon
chicken fat;4542;g,oz,cup,tablespoon
red jalapeno;10111819;piece,g,oz
jarred sour cherries;9065;g,oz,cup
fresh cayenne pepper;10411819;g,oz
red potato;10011355;small,large,piece,g,medium,oz,cup
yellow passion fruit;1009231;g,oz
whole grain tortilla;93675;package,piece,g,oz,serving
strawberry ice cream;19271;scoop,individual,g,oz,cup,serving
pomegranate seeds;9286;piece,pomegranate,g,cup aril,oz,cup,serving,tablespoon
marinated artichokes;93828;can,piece,g,jar,oz,cup,serving
low sodium broth;1016970;can,g,oz,cup,tablespoon
tamarind paste;9322;fruit,g,oz,teaspoon,cup,tablespoon
fresh parsley;10511297;handful,piece,leave,g,sprig,bunch,oz,teaspoon,cup chopped,cup,serving,tablespoon
vegan cheddar cheese;10193701;slice,g,oz,cup,serving
grapefruit juice;98926;g,oz,cup,tablespoon
arbol chile;11962;pepper,piece,g,oz,cup
dried borlotti beans;10016019;g,oz,cup,serving
cocoa pebbles cereal;8015;g,oz,cup
chana dal;99236;g,oz,cup
fresh oregano;1002027;
monterey jack cheese;1001025;cubic inch,package,slice,g,ounce,oz,cup,tablespoon
cream of potato soup;6053;can,g,oz,cup
powdered sugar;19336;tbsp unsifted,g,cup sifted,box,cup unsifted,oz,teaspoon,cup,serving,tablespoon
tartlet shells;10098852;package,piece,shell,g,box,oz
candy melts;93775;g,bag,oz,cup
canned smoked salmon;35066;can,piece,g,oz
corn tortilla chips;19056;handful,piece,g,bag,ounce,oz,cup,serving
dried chili pepper;10111962;piece,g,oz
gluten free crackers;99057;piece,g,box,oz,serving
stone ground mustard;1002046;g,oz,teaspoon,cup,serving,tablespoon
veggie sausage;98971;piece,g,oz
evaporated skim milk;1097;can,g,oz,fluid ounce,cup,tablespoon
in shell walnuts;10012155;g,oz,cup,serving
ancho chili pepper;10211962;piece,g,oz
blue cheese dressing;43020;g,oz,cup,tablespoon
sharp cheddar cheese;1031009;cubic inch,slice,g,ounce,oz,cup,serving,tablespoon
hawaiian roll;98871;piece,g,roll,oz,serving
malted milk balls;98864;package,piece,g,box,oz,cup
gluten free farfalle;10198875;package,g,bag,box,oz,cup,serving
chili seasoning mix;1022028;pinch,g,oz,dash,teaspoon,cup,serving,tablespoon
apple butter;19294;g,oz,cup,serving,tablespoon
ginger garlic paste;10093754;g,oz,teaspoon,tablespoon
crescent roll dough;93618;can,tube,package,piece,g,tin,oz,serving
fat free mayonnaise;42193;g,oz,cup,serving,tablespoon
shirataki pasta;98923;g,oz
alfredo sauce;93606;g,jar,oz,cup
miracle whip;4014;g,oz,teaspoon,cup,tablespoon
peanut butter chips;93762;g,oz,cup,tablespoon
sweet potato leaves;11505;piece,leave,g,oz,cup
canned kidney beans;16034;can,g,tin,oz,cup,serving,tablespoon
grana padano;1011033;cubic inch,package,g,ounce,oz,teaspoon,cup,serving,tablespoon
low fat yogurt;1117;container,g,oz,teaspoon,cup,tablespoon
red enchilada sauce;6599;g,oz,cup,serving
red velvet cake mix;10018099;package,piece,g,ounce,box,oz,cup
cellophane noodles;16082;package,g,bag,box,oz,bundle,cup,serving
pulled pork;98944;g,oz
spicy brown mustard;1022046;g,oz,teaspoon,cup,serving,tablespoon
halloween sprinkles;93645;g,oz,teaspoon,cup,serving,tablespoon
canned butter beans;10016073;can,g,tin,oz,cup,serving
boursin cheese;99188;g,oz
almond extract;1002050;drop,g,oz,dash,teaspoon,cup,serving,tablespoon
chopped dried pears;9259;half,halve,g,oz,cup
baby arugula;10011959;handful,piece,leave,g,bag,sprig,bunch,oz,cup,serving
malted barley flour;20131;g,oz,cup
water;14412;drop,piece,liter,g,oz,teaspoon,fluid ounce,cup,serving,tablespoon
mostaccioli;12120420;package,g,bag,box,oz,cup,serving
coconut oil;4047;g,oz,teaspoon,cup,serving,tablespoon
raspberry preserves;10719297;g,oz,packet,teaspoon,cup,serving,tablespoon
colored nonpareils;93645;g,oz,teaspoon,cup,serving,tablespoon
pineapple preserves;10219297;g,oz,packet,teaspoon,cup,serving,tablespoon
sweet pickle relish;11945;g,oz,packet,teaspoon,cup,tablespoon
buttermilk powder;1094;g,oz,cup,tablespoon
veggie dogs;98968;package,piece,g,link,box,oz
deli turkey;7259;package,piece,slice,g,oz,serving
whole garlic cloves;10211215;clove,head,piece,g,oz,teaspoon,cup,serving,tablespoon
chili garlic sauce;93749;g,oz,teaspoon,serving,tablespoon
pickled green beans;98942;g,oz
fat free buttermilk;93650;g,oz
salted pork fat;10894;g,ounce,oz
tahini;12698;g,oz,teaspoon,cup,serving,tablespoon
bouillon granules;1036076;piece,g,cube,oz,teaspoon,tablespoon
cooked bacon;10862;package,strip,piece,slice,g,oz,teaspoon,cup,serving,tablespoon
ground pork sausage;7063;package,piece,g,roll,oz,cup,serving
unsalted pistachios;12152;kernel,g,ounce,oz,cup
gluten free granola;99214;g,oz,cup,serving,tablespoon
marinated mushrooms;99243;g,oz,cup
roasted cashews;12085;g,ounce,oz,cup,tablespoon
mild cheddar cheese;1051009;cubic inch,slice,g,ounce,oz,cup,serving,tablespoon
ground black pepper;1002030;pinch,g,oz,dash,teaspoon,serving,tablespoon
fine sea salt;1012047;pinch,g,oz,dash,teaspoon,cup,serving,tablespoon
sesame oil;4058;g,oz,teaspoon,cup,serving,tablespoon
cheerios;8013;g,oz,cup
dried apricots;9032;half,piece,g,oz,cup,serving
puffed rice cereal;8066;g,oz,cup
napa cabbage leaves;10011119;piece,g,oz
caramel popcorn;19039;g,ounce,oz
rice protein powder;93707;scoop,g,oz,cup,tablespoon
wheat thins;93728;package,piece,g,box,oz,serving
gingersnap cookies;18172;cookie,large,piece,g,ounce,oz,cup
benedictine;99306;g,oz,serving,shot
rye flour;20064;g,oz,teaspoon,cup,tablespoon
hemp protein powder;93601;g,oz,teaspoon,cup,serving,tablespoon
chocolate ice cream;19270;scoop,individual,g,oz,cup,serving
gluten free pasta;98875;square,package,piece,g,bag,ounce,box,sheet,nest,oz,cup,serving
cabernet sauvignon;10014097;glass,piece,g,bottle,oz,teaspoon,fluid ounce,cup,tablespoon
maraschino cherries;9328;cherry,piece,g,cherrie,jar,oz,serving
off dry riesling;14132;g,oz,teaspoon,fluid ounce,cup,tablespoon
sheep cheese;1011019;cubic inch,package,handful,g,wedge,ounce,block,oz,cup,serving,tablespoon
filet mignon;23374;g,oz
medium grain rice;10220052;g,oz
butter lettuce;11250;head,piece,leave,g,oz,cup
stilton;1021004;g,oz
escarole;11213;head,piece,g,bunch,oz,cup
ground white pepper;2032;pinch,g,oz,teaspoon,cup,serving,tablespoon
veggie bacon;16542;strip,piece,slice,g,oz
wheat chex cereal;1008082;g,oz,cup,serving
orecchiette;10820420;package,g,bag,box,oz,cup,serving
candied orange peel;9426;g,oz,cup
corned beef brisket;10013346;piece,g,oz
black mustard seeds;1012024;cup leave,handful,piece,leave,g,sprig,bunch,oz,teaspoon,cup,serving,tablespoon
kefir;93611;g,oz,cup
red snapper fillets;15101;steak,piece,g,ounce,fillet,oz,serving
zaatar;1002042;pinch,g,oz,teaspoon,tablespoon
imitation crab;93735;g,stick,oz,cup,serving
candied ginger;93751;piece,slice,g,oz,cup,tablespoon
elderflower liqueur;99126;g,oz
quick cooking grits;8314;g,oz,cup,tablespoon
black nightshade;99116;g,oz
crab boil seasoning;1002034;g,oz,teaspoon,cup,serving,tablespoon
beefsteak tomato;10011529;piece,g,oz
bread machine yeast;10218375;g,oz
baking soda;18372;g,oz,teaspoon,cup,tablespoon
modeling chocolate;99275;g,oz
coleslaw dressing;43016;g,oz,cup,tablespoon
decaf coffee;14201;g,oz,fluid ounce,cup,serving
potato starch;11413;g,oz,teaspoon,cup,tablespoon
whey protein powder;10099239;scoop,g,oz,teaspoon,cup,serving,tablespoon
beef patties;23507;piece,g,oz,serving
banana pepper rings;98903;g,oz
pastina;93647;package,g,bag,box,oz,cup,serving
angel food cake mix;18087;package,piece,g,ounce,box,oz,serving
canned adzuki beans;99007;can,g,tin,oz,cup,serving
chocolate sprinkles;10093645;g,oz,teaspoon,cup,serving,tablespoon
coconut milk powder;98979;g,oz
marshmallow bunnies;98850;bunnie,package,piece,g,box,oz,bunny,chick
canned coconut milk;12117;can,piece,g,tin,oz,teaspoon,cup,tablespoon
pumpkin pie mix;11426;can,g,tin,oz,cup
honey dijon mustard;10099227;g,oz,teaspoon,cup,tablespoon
cowpea green beans;99118;g,oz
strawberry cake mix;99065;piece,g,box,oz
garden cress;11203;g,sprig,oz,cup
wild boar stew meat;10017158;piece,g,oz
green pepper;11333;small,strip,large,piece,ring,g,medium,oz,cup,serving,tablespoon
cooked pasta shells;11020421;g,oz,cup,serving
dried green lentils;10216069;can,g,oz,cup,serving,tablespoon
langostino tails;99004;g,oz
brown mustard seeds;1022024;cup leave,handful,piece,leave,g,sprig,bunch,oz,teaspoon,cup,serving,tablespoon
whole grain mustard;1012046;g,oz,teaspoon,cup,serving,tablespoon
seedless red grapes;9132;handful,piece,g,bag,bunch,grape,oz,NLEA serving,cup
granny smith apple;1089003;small,large,piece,slice,g,extra small,medium,oz,cup slice,NLEA serving,cup,serving
chickpea flour;16157;g,oz,cup,tablespoon
cheddar cheese soup;6038;can,g,oz
cooked rice noodles;20134;g,oz,cup,serving
cooked jasmine rice;10120445;g,oz,cup,serving
golden oreos;10018210;package,cookie,piece,g,ounce,box,oz,cup
shortbread cookies;18192;package,cookie,piece,g,bag,ounce,box,oz,serving
passion fruit juice;9232;g,oz,fluid ounce,cup
boneless pork roast;10225;pound,piece,g,oz,roast
sunflower seeds;12036;g,ounce,oz,teaspoon,cup,tablespoon
yukon gold potato;10211362;piece,g,oz
ground bison;17149;patty,piece,g,ounce,oz,cup,serving
canned tomato sauce;11549;can,g,tin,jar,oz,cup,serving,tablespoon
dry roasted peanuts;16090;piece,g,ounce,peanut,oz,teaspoon,cup,tablespoon
ener g egg replacer;93658;g,oz,teaspoon,cup,tablespoon
chicken breast meat;1075062;unit,piece,g,oz,breast,cup,serving
tomatoes in juice;10111693;g,oz
japanese persimmon;9263;piece,fruit,g,oz
dried egg whites;1173;g,oz,tablespoon
lucky charms cereal;8050;g,oz,cup
dijon mustard;1032046;g,oz,teaspoon,cup,serving,tablespoon
freekeh;98869;g,oz,cup,serving
baby spinach;11457;package,handful,leave,g,bag,bunch,oz,cup,serving
cooked basmati rice;10020445;g,oz,cup,serving
pimenton de la vera;1042009;pinch,piece,g,oz,teaspoon,serving,tablespoon
conversation hearts;99117;g,oz
cooked risotto rice;10020053;g,oz,cup,serving
watermelon radish;10011429;piece,g,bunch,oz
dried brown lentils;10116069;can,g,oz,cup,serving,tablespoon
psyllium husks;98892;g,oz,teaspoon,tablespoon
seedless watermelon;1009326;piece,slice,g,wedge,oz,melon,NLEA serving,cup
whole wheat pasta;20124;package,g,bag,ounce,box,oz,cup,serving
beef shoulder roast;13943;steak,piece,g,ounce,oz,serving
nonfat sour cream;1180;container,tub,g,oz,teaspoon,cup,serving,tablespoon
cooked soba noodles;20115;g,oz,cup,serving
punt e mes;99321;g,oz,serving,shot
baby back ribs;10192;rack,piece,g,oz,serving,slab
canned corona beans;10116051;can,g,tin,oz,cup,serving
ground coffee;10093715;g,oz,teaspoon,cup,tablespoon
chinese egg noodles;10098967;g,oz
spaghetti sauce mix;99224;g,oz,packet,tablespoon
sherry vinegar;1012068;g,oz,teaspoon,cup,serving,tablespoon
blue food color;1421111;drop,g,oz,teaspoon,tablespoon
fingerling potato;10111352;small,large,piece,Potato medium,g,medium,Potato large,oz,cup,Potato small
spinach tortellini;93725;package,g,box,oz,cup,serving
protein powder;99239;scoop,g,oz,teaspoon,cup,serving,tablespoon
tangerine;1019218;small,can,large,piece,g,medium,oz,NLEA serving,cup
porterhouse steak;10023003;pound,piece,g,ounce,oz,serving
low fat cheese;1168;cubic inch,slice,g,ounce,oz,cup
cooked red lentils;10116070;g,oz,cup,serving
chocolate frosting;19226;container,tub,tbsp creamy,can,g,oz,cup,serving,tablespoon
coconut meat;10012104;g,oz,cup
chicken leg;5075;piece,g,oz,back with skin,cup,leg,serving,thigh with skin
pea protein powder;98890;scoop,g,oz,cup,tablespoon
chartreuse;99091;g,oz
gluten free bagel;99073;piece,g,oz
unbaked pie crust;18334;pastry,package,piece,pie crust,g,recipe,box,oz,serving
cooked sticky rice;10120055;g,oz,cup,serving
digestive biscuits;18173;cracker,g,ounce,oz,cup
froot loops cereal;8030;g,oz,cup
turmeric;2043;pinch,g,oz,dash,teaspoon,tablespoon
red food color;1451111;drop,g,oz,teaspoon,tablespoon
bone in pork roast;10020;pound,g,chop,oz
lemonade mix;14287;g,oz,cup,serving
canned pigeon peas;10016102;can,g,tin,oz,cup,serving
pumpernickel;18044;slice,g,ounce,oz
marshmallow cream;93644;g,jar,oz,cup,tablespoon
country style ribs;10204;rack,piece,g,ounce,oz,serving,slab
peppermint patties;19091;package,piece,g,bag,oz,cup
dried basil;2003;piece,g,oz,teaspoon,serving,tablespoon
white wine vinegar;1002068;g,oz,teaspoon,cup,serving,tablespoon
miso;16112;g,oz,teaspoon,cup,tablespoon
cooked spaghettini;11420421;g,oz,cup,serving
pickle relish;11944;g,oz,teaspoon,cup,tablespoon
colored sprinkles;93645;g,oz,teaspoon,cup,serving,tablespoon
cheesecake mix;98951;g,oz
sirloin tip steak;23032;steak,piece,g,oz,serving
tomato concentrate;10011887;can,g,tin,oz,teaspoon,cup,tablespoon
wild boar shoulder;10117158;piece,g,oz
cooked white rice;10220445;g,oz,cup,serving
pineapple in juice;9354;can,spear,ring,slice,g,oz,cup
coarse kosher salt;1082047;pinch,g,oz,dash,teaspoon,cup,serving,tablespoon
curly parsley;10411297;handful,piece,leave,g,sprig,bunch,oz,teaspoon,cup chopped,cup,serving,tablespoon
vegetable broth;6615;quart,can,carton,g,tin,box,oz,teaspoon,cup,serving,tablespoon
lower sodium shoyu;10016424;g,oz,teaspoon,cup,tablespoon
fresh green beans;10211052;can,handful,piece,g,tin,bunch,oz,bean,cup,serving
dried onion flakes;10011284;g,oz,cup,tablespoon
chickpea spaghetti;99222;g,oz
mini peppers;10311821;piece,g,oz
apple;9003;small,large,piece,slice,g,extra small,medium,oz,cup slice,NLEA serving,cup,serving
red chili pepper;10511819;pepper,piece,g,oz,teaspoon,cup,serving,tablespoon
safflower oil;4511;quart,gallon,g,oz,teaspoon,cup,tablespoon
chocolate cake mix;18099;package,piece,g,ounce,box,oz,cup
brewed coffee;14209;g,oz,fluid ounce,cup,serving
mixed greens;21052;package,handful,g,bag,bunch,oz,cup,serving
butterflied trout;15114;piece,g,ounce,fillet,oz,serving
canned lychees;98950;g,oz
chestnut mushrooms;10011266;piece,piece whole,cup whole,g,oz,cup sliced,cup,serving
jarrahdale squash;10411643;piece,g,oz,cup
self rising flour;20129;spoonful,g,cup unsifted,oz,teaspoon,cup,serving,tablespoon
ancho chili powder;1022009;pinch,piece,g,oz,teaspoon,serving,tablespoon
tiger shrimp;10115149;small,large,piece,g,ounce,medium,oz
taco seasoning mix;2073;sachet,envelope,package,g,oz,packet,teaspoon,serving,tablespoon
fresh thyme;1012049;pinch,piece,stalk,g,sprig,bunch,oz,teaspoon,cup,serving,tablespoon
nutri grain cereal;99228;g,oz,cup,serving
pink banana squash;10211643;piece,g,oz,cup
marzipan;93704;package,g,oz,cup
extra dry prosecco;99308;glass,g,oz
dried strawberries;98897;g,oz,cup,serving
jumbo pasta shells;10520420;package,piece,g,bag,box,oz,cup,serving
yeast dinner rolls;18347;piece,g,roll,oz
sweet yellow onion;11294;piece,slice,onion,g,oz,NLEA serving,teaspoon,cup,serving,tablespoon
peppermint extract;1022050;drop,g,oz,dash,teaspoon,cup,serving,tablespoon
bean sprouts;11043;package,g,oz,cup
caramelized onions;10211282;g,oz,teaspoon,cup,serving,tablespoon
trimmed watercress;11591;g,bag,sprig,bunch,oz,cup,serving
lean rack of lamb;10017032;g,oz
canned white beans;16051;can,g,tin,oz,cup,serving
chicken drumettes;1005100;piece,g,oz,serving
puff pastry sheets;18337;package,piece,shell,g,ounce,box,sheet,oz
fresh corn;11167;piece,cob,ear,g,oz,cup
ovaltine;14557;g,oz,cup,serving,tablespoon
vanilla paste;93813;g,oz,teaspoon,tablespoon
canned pinto beans;16044;can,g,tin,oz,cup,serving
goldfish crackers;99121;g,oz
sesame seeds;12023;g,oz,teaspoon,cup,serving,tablespoon
butternut squash;11485;piece,g,oz,cup
raisin bran;8061;g,box,oz,cup,serving
sweet chili sauce;98962;g,oz,cup,tablespoon
bison tenderloin;10017267;pound,piece,g,ounce,oz,serving
mini filo shells;93817;package,piece,shell,g,box,oz
gochujang;1016973;g,oz,teaspoon,cup,tablespoon
dried kidney beans;16032;g,oz,cup,serving,tablespoon
coffee beans;93715;piece,g,oz,bean,cup
dried adzuki beans;16001;g,oz,cup,serving
yellow spice drops;19106;spice stick,gumdrop,gummy dinosaur,gummy worm,g,jelly ring,gummy fish,oz,cup gumdrop,gummy bear,spice drop
corn flakes;8020;g,oz,cup,serving
walla walla;11294;piece,slice,onion,g,oz,NLEA serving,teaspoon,cup,serving,tablespoon
dried butter beans;10016071;g,oz,cup,serving,tablespoon
nacho cheese;98901;g,oz
plain greek yogurt;1001256;container,tub,g,oz,cup,serving,tablespoon
cooked tagliatelle;10220410;g,oz,cup,serving
tagatose;99191;g,oz,teaspoon
curly leaf lettuce;11253;head,cup shredded,piece,leave,g,leaf inner,oz,leaf outer,cup
peanut butter cups;19150;piece,g,miniature,oz
prime rib;13833;pound,g,ounce,oz
desiccated coconut;12108;g,ounce,oz,teaspoon,cup,serving,tablespoon
strawberry sauce;19137;g,oz,teaspoon,cup,serving,tablespoon
spinach fettuccine;10320409;package,g,bag,box,oz,serving
tempura batter mix;99252;g,oz,cup
defatted soy flour;16117;g,oz,teaspoon,cup,tablespoon
jumbo marshmallows;10019116;piece,g,bag,oz
cress seed;99119;g,oz
cocoa puffs cereal;8271;g,oz,cup
canned black beans;16018;can,g,tin,oz,cup,serving
vegan cream cheese;93634;g,oz,cup,serving,tablespoon
cooked egg noodles;20410;g,oz,cup,serving
gingerbread spice;1052035;g,oz
barbecue seasoning;1062034;g,oz
puff pastry shells;10018337;package,piece,shell,g,box,oz
cucumber;11206;small,large,piece,slice,g,stick,medium,oz,cup
cooked short pasta;20400;g,oz,cup,serving
cherry pie filling;19314;can,g,oz
liquor;10814037;g,bottle,oz,teaspoon,fluid ounce,cup,serving,shot,tablespoon
fresh corn kernels;10011167;g,oz,cup
black sesame seeds;10012023;g,oz,teaspoon,cup,serving,tablespoon
bison short ribs;93795;g,oz
